Gene1,Gene2,Label
MELK,TOP2A,1
MELK,HJURP,1
MELK,GTSE1,1
MELK,CDCA3,1
MELK,TK1,1
MELK,UHRF1,1
MELK,CCNA2,1
MELK,NUSAP1,1
LRFN5,CTNND2,1
LRFN5,NEGR1,1
LRFN5,NTRK3,1
LRFN5,NRXN1,1
LRFN5,SOX5,1
LRFN5,LPHN3,1
CFL2,HSPB2,1
CFL2,SH3PXD2B,1
CFL2,TCAP,1
CFL2,CALML3,1
CFL2,FMN2,1
CFL2,TUBB3,1
CFL2,FLNC,1
CFL2,NEXN,1
CFL2,PLS3,1
CFL2,AMPH,1
CFL2,TPM1,1
CFL2,CALD1,1
CFL2,ACTN2,1
CFL2,ACTA1,1
CFL2,LMOD1,1
CFL2,FLNA,1
CFL2,MMP9,1
CFL2,RND3,1
CFL2,TUBB2A,1
CFL2,TAGLN,1
CFL2,ACTG2,1
CFL2,PRKCA,1
CFL2,BDNF,1
CFL2,RGNEF,1
CFL2,TPM2,1
FOLR1,SLC19A1,1
FOLR1,MSLN,1
FLJ10357,RGNEF,1
GAS1,ZIC2,1
GAS1,GLI3,1
GAS1,NTF3,1
GAS1,GFRA2,1
GAS1,NTF4,1
GAS1,ABCG2,1
LRRK2,HOMER2,1
LRRK2,TRPM2,1
LRRK2,TRPM2,1
LRRK2,TUBB3,1
LRRK2,ANK2,1
LRRK2,PTGS2,1
LRRK2,S100A8,1
LRRK2,MAOB,1
LRRK2,CHGB,1
LRRK2,TUBB2A,1
LRRK2,PDE4A,1
LRRK2,NFATC2,1
LRRK2,BCL2,1
LRRK2,CBS,1
LRRK2,GPR124,1
LRRK2,CDKN2A,1
LRRK2,NEFL,1
LRRK2,SLC18A2,1
CHRNA5,CHRFAM7A,1
CHRNA5,ADH1B,1
CHRNA5,MSH5,1
CHRNA5,ADRA1D,1
CHRNA5,ADRA1D,1
CHRNA5,CHRNA2,1
CHRFAM7A,CHRNA2,1
KIAA0101,PLK1,1
KIAA0101,TPX2,1
KIAA0101,BIRC5,1
KIAA0101,BUB1,1
KIAA0101,EZH2,1
KIAA0101,SPAG5,1
KIAA0101,MPP2,1
KIAA0101,MPP2,1
KIAA0101,UBE2C,1
KIAA0101,RRM2,1
KIAA0101,CENPF,1
KIAA0101,ASPM,1
KIAA0101,MKI67,1
KIAA0101,TTK,1
KIAA0101,CEP55,1
KIAA0101,KIF2C,1
KIAA0101,CDC20,1
KIAA0101,CDCA8,1
KIAA0101,KIF4A,1
KIAA0101,CENPN,1
KIAA0101,HMMR,1
KIAA0101,PTTG1,1
KIAA0101,PRC1,1
KIAA0101,KIF20A,1
KIAA0101,KIFC1,1
KIAA0101,TOP2A,1
KIAA0101,HJURP,1
KIAA0101,CDCA3,1
KIAA0101,TK1,1
KIAA0101,UHRF1,1
KIAA0101,CCNA2,1
KIAA0101,NUSAP1,1
MESP1,SOX7,1
MESP1,TBX5,1
MESP1,MYH6,1
MESP1,FOXP2,1
MESP1,MYOCD,1
SCNN1G,SCN5A,1
SCNN1G,SCNN1B,1
SCNN1G,SCNN1A,1
SCNN1G,SGK1,1
SCNN1G,SCNN1D,1
SCNN1G,SCN7A,1
SCNN1G,PRKCB,1
RBPMS2,RBPMS,1
GLYATL1,HRASLS5,1
GLYATL1,LRAT,1
GLYATL1,HPSE2,1
GLYATL1,CDK18,1
PLK1,TPX2,1
PLK1,BIRC5,1
PLK1,BUB1,1
PLK1,HIST1H2AE,1
PLK1,SKA3,1
PLK1,DYNC1I1,1
PLK1,EZH2,1
PLK1,TUBB3,1
PLK1,SPAG5,1
PLK1,MPP2,1
PLK1,MPP2,1
PLK1,UBE2C,1
PLK1,RRM2,1
PLK1,IQGAP3,1
PLK1,CENPF,1
PLK1,ASPM,1
PLK1,MKI67,1
PLK1,TTK,1
PLK1,CEP55,1
PLK1,STIL,1
PLK1,KIF2C,1
PLK1,CDC20,1
PLK1,CDCA8,1
PLK1,KIF4A,1
PLK1,PPP1R12B,1
PLK1,CENPN,1
PLK1,HMMR,1
PLK1,PTTG1,1
PLK1,PRC1,1
PLK1,PPP2R2B,1
PLK1,KIF20A,1
PLK1,BCL2,1
PLK1,KIFC1,1
PLK1,TOP2A,1
PLK1,HJURP,1
PLK1,GTSE1,1
PLK1,CDKN2A,1
PLK1,CDCA3,1
PLK1,TK1,1
PLK1,CPEB1,1
PLK1,UHRF1,1
PLK1,CCNA2,1
PLK1,REC8,1
PLK1,NUSAP1,1
MS4A8B,TRPM2,1
MS4A8B,TRPM2,1
MS4A8B,FERMT2,1
TPX2,BIRC5,1
TPX2,BUB1,1
TPX2,SKA3,1
TPX2,EZH2,1
TPX2,SPAG5,1
TPX2,MPP2,1
TPX2,MPP2,1
TPX2,UBE2C,1
TPX2,RRM2,1
TPX2,IQGAP3,1
TPX2,CENPF,1
TPX2,ASPM,1
TPX2,MKI67,1
TPX2,TTK,1
TPX2,CEP55,1
TPX2,STIL,1
TPX2,KIF2C,1
TPX2,CDC20,1
TPX2,CDCA8,1
TPX2,KIF4A,1
TPX2,GATA3,1
TPX2,CENPN,1
TPX2,HMMR,1
TPX2,PTTG1,1
TPX2,PRC1,1
TPX2,KIF20A,1
TPX2,BCL2,1
TPX2,KIFC1,1
TPX2,TOP2A,1
TPX2,HJURP,1
TPX2,GTSE1,1
TPX2,CDCA3,1
TPX2,SPON1,1
TPX2,TK1,1
TPX2,UHRF1,1
TPX2,CCNA2,1
TPX2,SPON2,1
TPX2,NUSAP1,1
GPRC5B,GPR37,1
GPRC5B,NEGR1,1
GPRC5B,PPYR1,1
GPRC5B,L3MBTL4,1
CA4,SLC26A3,1
CA4,SCNN1A,1
CA4,CA14,1
CA4,SLC4A4,1
CA4,C4A,1
CA4,BDNF,1
CA4,PROM1,1
CA4,HRNBP3,1
CA4,CD177,1
CA4,ABCG2,1
PSCA,KLK2,1
PSCA,NKX3-1,1
PSCA,AMACR,1
PSCA,MSLN,1
PSCA,MUC6,1
PSCA,CRABP2,1
ANGPTL4,EDNRA,1
ANGPTL4,NRP2,1
ANGPTL4,PTGS2,1
ANGPTL4,S100A16,1
ANGPTL4,MMP9,1
ANGPTL4,EDNRB,1
ANGPTL4,SDC1,1
ANGPTL4,CPT1B,1
ANGPTL4,PDGFC,1
ANGPTL4,FFAR2,1
BIRC5,BUB1,1
BIRC5,CCDC8,1
BIRC5,DDIT4,1
BIRC5,SKA3,1
BIRC5,EZH2,1
BIRC5,SPAG5,1
BIRC5,SOX2,1
BIRC5,MPP2,1
BIRC5,MPP2,1
BIRC5,UBE2C,1
BIRC5,RRM2,1
BIRC5,IQGAP3,1
BIRC5,CENPF,1
BIRC5,ASPM,1
BIRC5,MKI67,1
BIRC5,TTK,1
BIRC5,CEP55,1
BIRC5,KIF2C,1
BIRC5,MMP9,1
BIRC5,CDC20,1
BIRC5,LCN2,1
BIRC5,CDCA8,1
BIRC5,KIF4A,1
BIRC5,CENPN,1
BIRC5,HMMR,1
BIRC5,PTTG1,1
BIRC5,PRC1,1
BIRC5,KIF20A,1
BIRC5,BCL2,1
BIRC5,KIFC1,1
BIRC5,TOP2A,1
BIRC5,HJURP,1
BIRC5,GTSE1,1
BIRC5,CDKN2A,1
BIRC5,CDCA3,1
BIRC5,TK1,1
BIRC5,UHRF1,1
BIRC5,CCNA2,1
BIRC5,NUSAP1,1
KRT16,KRT17,1
KRT16,KRT7,1
KRT16,TRIM29,1
KRT16,KRT19,1
KRT16,KRT6A,1
KRT16,KRT15,1
KRT16,COL17A1,1
KRT16,S100A2,1
HRASLS5,SCN5A,1
ENTPD3,P2RY2,1
ENTPD3,PDE7B,1
ENTPD3,P2RY11,1
ENTPD3,PDE2A,1
ENTPD3,ENTPD5,1
ENTPD3,P2RX2,1
ENTPD3,AK5,1
ENTPD3,PDE5A,1
ENTPD3,RRM2,1
ENTPD3,PDE4A,1
ENTPD3,ADCY5,1
ENTPD3,PDE6B,1
SCARA3,SCARA5,1
SCARA3,COL23A1,1
SCARA3,COL13A1,1
SCARA3,COLEC12,1
SCARA3,BDNF,1
ACSM1,ACOX2,1
ACSM1,ME1,1
ACSM1,ACSF2,1
ACSM1,ALDH3A1,1
ACSM1,ALDH3B2,1
MYRIP,CAV1,1
MYRIP,RAB3B,1
TMEM154,PRR16,1
MBOAT2,CHDH,1
MBOAT2,ACSL4,1
MBOAT2,PLD1,1
MBOAT2,ZNF516,1
LGI3,SP5,1
LGI3,PHYHIP,1
HSPB2,TRPM2,1
HSPB2,TRPM2,1
HSPB2,FLNC,1
HSPB2,SDK1,1
HSPB2,SYNM,1
HSPB2,ANXA2,1
HSPB2,LMOD1,1
HSPB2,DES,1
HSPB2,HSPB7,1
HSPB2,TGFB1I1,1
HSPB2,BCL2,1
HSPB2,CRYAB,1
HSPB2,NEFL,1
BUB1,SKA3,1
BUB1,EZH2,1
BUB1,SPAG5,1
BUB1,MPP2,1
BUB1,MPP2,1
BUB1,UBE2C,1
BUB1,RRM2,1
BUB1,IQGAP3,1
BUB1,CENPF,1
BUB1,ASPM,1
BUB1,MKI67,1
BUB1,TTK,1
BUB1,CEP55,1
BUB1,STIL,1
BUB1,KIF2C,1
BUB1,CDC20,1
BUB1,CDCA8,1
BUB1,KIF4A,1
BUB1,CENPN,1
BUB1,HMMR,1
BUB1,PTTG1,1
BUB1,PRC1,1
BUB1,KIF20A,1
BUB1,KIFC1,1
BUB1,TOP2A,1
BUB1,HJURP,1
BUB1,GTSE1,1
BUB1,CDCA3,1
BUB1,TK1,1
BUB1,UHRF1,1
BUB1,CCNA2,1
BUB1,REC8,1
BUB1,NUSAP1,1
AFAP1L2,PIK3R1,1
TMEM37,CHIT1,1
TMEM37,CRISP3,1
CCDC8,FLNC,1
CCDC8,KRT19,1
CCDC8,EFEMP1,1
CCDC8,TOP2A,1
CCDC8,STK33,1
CCDC8,CPNE6,1
CCDC8,C18orf34,1
CCDC8,TPM2,1
ZNF804A,GNAL,1
ZNF804A,ERBB4,1
ZNF804A,PRODH,1
ZNF804A,NRXN1,1
HIST1H2AE,CBX2,1
HIST1H2AE,KLK2,1
HIST1H2AE,EZH2,1
HIST1H2AE,SOX2,1
HIST1H2AE,HOXB4,1
HIST1H2AE,HOXB2,1
HIST1H2AE,HIST3H2A,1
HIST1H2AE,GATA3,1
HIST1H2AE,KIF20A,1
HIST1H2AE,RARG,1
HIST1H2AE,HOXC4,1
HIST1H2AE,TOP2A,1
HIST1H2AE,HOXB3,1
HIST1H2AE,CDKN2A,1
HIST1H2AE,UHRF1,1
HIST1H2AE,REC8,1
FRMD3,SAMD5,1
NUDT10,CALML3,1
NUDT10,TRPM8,1
MGC29506,MKI67,1
MGC29506,POU2AF1,1
MGC29506,KLHL13,1
FAM83B,KIF4A,1
FAM83B,RND3,1
FAM83B,RND2,1
KCNG3,RPL36A,1
KCNG3,RPL22L1,1
KCNG3,KCNG1,1
KCNG3,KCNB1,1
KCNG3,VIT,1
KCNG3,KCNAB1,1
RAC3,DUOX1,1
RAC3,CAV1,1
RAC3,FERMT2,1
RAC3,DPYSL3,1
RAC3,PDLIM7,1
RAC3,EPHA2,1
RAC3,PLXNA4,1
RAC3,PAK3,1
RAC3,IQGAP3,1
RAC3,VAV3,1
RAC3,PDLIM1,1
RAC3,PAK7,1
RAC3,NHS,1
RAC3,DUOX2,1
RAC3,LDB3,1
RAC3,SLITRK3,1
RAC3,DAPP1,1
RAC3,PIK3R1,1
RAC3,MCF2,1
RAC3,RGNEF,1
RAC3,PLXNB3,1
RAC3,PDLIM5,1
RAC3,SMTN,1
FOXI1,FASN,1
FOXI1,SOSTDC1,1
FOXI1,SIX1,1
FOXI1,EYA1,1
SNX7,AMPH,1
SNX7,ASPM,1
KNDC1,ZSCAN20,1
KNDC1,PTPRT,1
ADORA2B,P2RY2,1
ADORA2B,SP5,1
ADORA2B,P2RY11,1
ADORA2B,GPR39,1
ADORA2B,GNAL,1
ADORA2B,UNC5B,1
ADORA2B,ADRB1,1
ADORA2B,SFTPA2,1
ADORA2B,ADM2,1
ADORA2B,PTH1R,1
ADORA2B,ADCY5,1
SIX2,ETV5,1
SIX2,ITGA8,1
SIX2,HOXD13,1
SIX2,BMP7,1
SIX2,CITED1,1
SIX2,CDKN2A,1
SIX2,EYA4,1
SIX2,EMX2,1
SIX2,FOXD1,1
SIX2,EYA1,1
FASN,ACOX2,1
FASN,PPARGC1B,1
FASN,SLC2A4,1
FASN,FADS1,1
FASN,HSD17B13,1
FASN,CAV1,1
FASN,ACSL4,1
FASN,ACACB,1
FASN,ANXA2,1
FASN,ELOVL2,1
FASN,HSD11B1,1
FASN,OAT,1
FASN,ME1,1
FASN,SLC16A4,1
FASN,FLNA,1
FASN,CYP4B1,1
FASN,FABP3,1
FASN,SLC2A5,1
FASN,AMACR,1
FASN,CPT1B,1
FASN,LRRC2,1
FASN,SPTLC3,1
FASN,ACSF2,1
FASN,RUNX1T1,1
FASN,ACSS3,1
FASN,C15orf41,1
ATOH8,EFEMP2,1
ATOH8,MRGPRF,1
ATOH8,COPZ2,1
SOSTDC1,BMP2,1
SOSTDC1,BMP7,1
FUT3,B3GNT3,1
FUT3,SELE,1
FUT3,SH3BGR,1
FUT3,B3GALT2,1
FUT3,PTPRZ1,1
FUT3,ST8SIA1,1
FUT3,FUT2,1
FUT3,GCNT1,1
FUT3,ABO,1
CPLX1,SNAP47,1
CPLX1,STX19,1
CPLX1,CEND1,1
CPLX1,SLC26A1,1
CPLX1,SV2A,1
CPLX1,CPLX3,1
CPLX1,SYT7,1
CPLX1,REC8,1
CPLX1,SLC18A2,1
HOMER2,ITPR1,1
HOMER2,CALML3,1
HOMER2,CAV1,1
HOMER2,ATF3,1
HOMER2,ANK2,1
HOMER2,NLGN3,1
HOMER2,NRXN1,1
HOMER2,NLGN1,1
HOMER2,PRKCA,1
HOMER2,PALLD,1
HOMER2,NRXN3,1
CXCL10,CXCL11,1
CXCL10,CXCR2,1
CXCL10,SELE,1
CXCL10,TSLP,1
CXCL10,ATF3,1
CXCL10,PDE5A,1
CXCL10,PTGER3,1
CXCL10,CXCL9,1
CXCL10,FHL1,1
CXCL10,FHL1,1
CXCL10,PTGS2,1
CXCL10,CD40,1
CXCL10,MMP9,1
CXCL10,LCN2,1
CXCL10,LPAR1,1
CXCL10,ANXA1,1
CXCL10,BMP2,1
CXCL10,GATA3,1
CXCL10,TRIM22,1
CXCL10,IL33,1
CXCL10,CXCL1,1
CXCL10,BCL2,1
CXCL10,FGFR2,1
CXCL10,PGF,1
CXCL10,ITGAX,1
CXCL10,CXCL17,1
CXCL10,CCL18,1
CXCL10,NCAM1,1
CXCL10,HBB,1
CXCL10,KITLG,1
CXCL10,CXCL11,1
CXCL10,CXCR2,1
CXCL10,SELE,1
CXCL10,TSLP,1
CXCL10,ATF3,1
CXCL10,PDE5A,1
CXCL10,PTGER3,1
CXCL10,CXCL9,1
CXCL10,FHL1,1
CXCL10,FHL1,1
CXCL10,PTGS2,1
CXCL10,CD40,1
CXCL10,MMP9,1
CXCL10,LCN2,1
CXCL10,LPAR1,1
CXCL10,ANXA1,1
CXCL10,BMP2,1
CXCL10,GATA3,1
CXCL10,TRIM22,1
CXCL10,IL33,1
CXCL10,CXCL1,1
CXCL10,BCL2,1
CXCL10,FGFR2,1
CXCL10,PGF,1
CXCL10,ITGAX,1
CXCL10,CXCL17,1
CXCL10,CCL18,1
CXCL10,NCAM1,1
CXCL10,HBB,1
CXCL10,KITLG,1
SDPR,CAV1,1
SDPR,PTRF,1
SDPR,FLNA,1
SDPR,PRKCA,1
CHST11,CHST15,1
CHST11,CHST3,1
CHST11,CSPG5,1
CHST11,SOX5,1
GPRIN1,PEG10,1
GPRIN1,GNAZ,1
GPRIN1,RAPGEFL1,1
GPRIN1,FXYD1,1
NMUR1,GPR37,1
NMUR1,EDNRA,1
NMUR1,GEFT,1
NMUR1,EDN3,1
NMUR1,SSTR2,1
NMUR1,PPYR1,1
NMUR1,LPAR1,1
NMUR1,EDNRB,1
NMUR1,CNTFR,1
NMUR1,IL33,1
NMUR1,APLN,1
NMUR1,PENK,1
SYNPO2,FLNC,1
SYNPO2,NEXN,1
SYNPO2,PLN,1
SYNPO2,MYOZ1,1
SYNPO2,ACTN2,1
SYNPO2,LMOD1,1
SYNPO2,FLNA,1
SYNPO2,SORBS1,1
SYNPO2,DES,1
SYNPO2,MYH11,1
SYNPO2,PGM5,1
SYNPO2,MYOCD,1
ITPR1,NEFH,1
ITPR1,CAMKK2,1
ITPR1,CALML3,1
ITPR1,EFHA2,1
ITPR1,TRPM8,1
ITPR1,SDK1,1
ITPR1,CAV1,1
ITPR1,TRPC6,1
ITPR1,DNER,1
ITPR1,PDE5A,1
ITPR1,ANO1,1
ITPR1,ANK2,1
ITPR1,ATP2B4,1
ITPR1,CNR1,1
ITPR1,NCS1,1
ITPR1,PRKG1,1
ITPR1,PPP2R2B,1
ITPR1,BCL2,1
ITPR1,SLC8A1,1
ITPR1,NLGN1,1
ITPR1,SLC4A4,1
ITPR1,TRPV4,1
ITPR1,PRKCA,1
ITPR1,MRVI1,1
ITPR1,BDNF,1
ITPR1,TRPC1,1
ITPR1,SPTBN2,1
ITPR1,CNTN1,1
ITPR1,PLCD3,1
ITPR1,TRPC4,1
ITPR1,PRKCB,1
KCNK3,SCN5A,1
KCNK3,CAV1,1
KCNK3,ANXA2,1
KCNK3,KCNB1,1
KCNK3,KCNJ5,1
KCNK3,KCNS1,1
KCNK3,ABCC8,1
KCNK3,TBX4,1
KCNK3,KCNJ8,1
GPR37,GPR39,1
GPR37,EDN3,1
GPR37,SSTR2,1
GPR37,LGR6,1
GPR37,PPYR1,1
GPR37,APLN,1
GPR37,PENK,1
GPR37,PLP1,1
ADH1B,GSTM1,1
ADH1B,ALDH1A3,1
ADH1B,GSTA1,1
ADH1B,LRAT,1
ADH1B,GSTM3,1
ADH1B,S100A14,1
ADH1B,GSTM4,1
ADH1B,AOX1,1
ADH1B,MAOB,1
ADH1B,FEZ1,1
ADH1B,GATM,1
ADH1B,GSTP1,1
ADH1B,ALDH3A1,1
ADH1B,NRXN3,1
ADH1B,ALDH3B2,1
SEC23A,F5,1
CXCL11,CXCR2,1
CXCL11,SELE,1
CXCL11,CXCL9,1
CXCL11,PTGS2,1
CXCL11,CD40,1
CXCL11,MMP9,1
CXCL11,LPAR1,1
CXCL11,IL33,1
CXCL11,CXCL1,1
CXCL11,ADCY5,1
CXCL11,ITGAX,1
CXCL11,CXCL17,1
CXCL11,CCL18,1
ETV5,GFRA1,1
ETV5,NEGR1,1
ETV5,SLC45A3,1
ETV5,ID4,1
ETV5,SOHLH2,1
ETV5,FGFR2,1
CTNND2,SAMD12,1
CTNND2,SEMA5A,1
CTNND2,NRXN1,1
CTNND2,ROBO2,1
CTNND2,LPHN3,1
CTNND2,RGNEF,1
CTNND2,PDLIM5,1
CTNND2,SRCIN1,1
DDIT4,CAMKK2,1
DDIT4,TP53INP1,1
DDIT4,ATF3,1
DDIT4,SGK1,1
DDIT4,BCL2,1
ACOX2,ACSL4,1
ACOX2,ACACB,1
ACOX2,FABP3,1
ACOX2,AMACR,1
ACOX2,ACSF2,1
ACOX2,ACSS3,1
CHST2,B3GNT3,1
CHST2,CHST15,1
CHST2,GALNT6,1
CHST2,B3GALT2,1
CHST2,OGN,1
CHST2,GCNT1,1
DST,TMEM108,1
DST,PAK3,1
DST,RND3,1
DST,LAMB3,1
DST,TNIK,1
DST,RND2,1
DST,COL17A1,1
KRT17,PGR,1
KRT17,KRT7,1
KRT17,TRIM29,1
KRT17,KRT19,1
KRT17,BMP2,1
KRT17,GATA3,1
KRT17,KRT6A,1
KRT17,SERPINB5,1
KRT17,LAMB3,1
KRT17,KRT15,1
KRT17,SFRP4,1
KRT17,GABRP,1
KRT17,COL17A1,1
KRT17,S100A2,1
ARL10,CDKN2A,1
AGR3,GABRP,1
AGR3,TFF3,1
GABRB3,ERBB4,1
GABRB3,NLGN3,1
GABRB3,CNTNAP2,1
GABRB3,NRG2,1
GABRB3,KCNB1,1
GABRB3,BEX1,1
GABRB3,NRXN1,1
GABRB3,NLGN1,1
GABRB3,PLCL1,1
GABRB3,GABRP,1
GABRB3,GRIA3,1
CBX2,EZH2,1
CBX2,SOX2,1
CBX2,UBE2C,1
CBX2,TTK,1
CBX2,CDC20,1
CBX2,CDCA8,1
CBX2,ZFPM2,1
CBX2,ZNF516,1
CBX2,CDKN2A,1
CBX2,EMX2,1
SLC19A1,SLFN12,1
SLC19A1,CBS,1
SLC19A1,ABCC4,1
SLC19A1,ABCG2,1
DAPL1,RPL36A,1
DAPL1,RPL22L1,1
GLIS1,SOX2,1
SH3PXD2B,CAV1,1
SH3PXD2B,PRICKLE1,1
SH3PXD2B,FLNA,1
APOBEC3F,APOBEC3C,1
APOBEC3F,TRIM22,1
APOBEC3F,ELAVL2,1
APOBEC3F,APOBEC3G,1
C7orf58,MAMSTR,1
TBX5,SOX2,1
TBX5,SCN5A,1
TBX5,PDLIM7,1
TBX5,PLN,1
TBX5,ETS2,1
TBX5,ACTN2,1
TBX5,WNT2B,1
TBX5,ID4,1
TBX5,ZFPM2,1
TBX5,MYH6,1
TBX5,MYOCD,1
TBX5,IRX4,1
TBX5,PCSK6,1
EFEMP2,MFAP5,1
EFEMP2,MYLK,1
EFEMP2,FLNA,1
EFEMP2,PRKG1,1
EFEMP2,TAGLN,1
EFEMP2,EFEMP1,1
EFEMP2,TGFB1I1,1
EFEMP2,MYH11,1
EFEMP2,PYCR1,1
EFEMP2,MRGPRF,1
EFEMP2,COPZ2,1
FOSL1,MET,1
FOSL1,ATF3,1
FOSL1,ARC,1
FOSL1,EPHA2,1
FOSL1,PTGS1,1
FOSL1,PTGS2,1
FOSL1,MMP9,1
FOSL1,NFATC2,1
FOSL1,FHL2,1
FOSL1,APLN,1
FOSL1,S100A2,1
TNFRSF10D,TNFRSF10C,1
P2RY2,SP5,1
P2RY2,P2RY11,1
P2RY2,GEFT,1
P2RY2,P2RX2,1
P2RY2,ANO1,1
P2RY2,FLNA,1
P2RY2,CLCA4,1
P2RY2,CLCA2,1
P2RY2,TRPV4,1
P2RY2,FFAR2,1
MLC1,ATP1B1,1
MLC1,GSTP1,1
KCNE3,SCN5A,1
KCNE3,KCNQ5,1
KCNE3,CACNA2D1,1
KCNE3,KCNB1,1
KCNE3,KCNJ5,1
KCNE3,SLMAP,1
KCNE3,KCNJ8,1
PDE7B,PDE2A,1
PDE7B,AK5,1
PDE7B,PDE4A,1
PDE7B,ADCY5,1
MAL,PLP1,1
TMEM52,STEAP2,1
ELF4,PRR7,1
ELF4,NCAM1,1
ASPHD1,QPRT,1
GSTM1,GSTA1,1
GSTM1,GSTM3,1
GSTM1,GPX7,1
GSTM1,GSTM4,1
GSTM1,ANXA1,1
GSTM1,GGT6,1
GSTM1,GPX3,1
GSTM1,GPX2,1
GSTM1,GSTP1,1
GSTM1,ALDH3A1,1
GSTM1,GPX8,1
GSTM1,GPRASP1,1
GSTM1,ALDH3B2,1
ISX,LRAT,1
ISX,KLF5,1
SPEG,JPH2,1
NIPAL4,SPINK5,1
NEFH,TUBB3,1
NEFH,BDNF,1
NEFH,ENO2,1
NEFH,RGNEF,1
NEFH,HRNBP3,1
NEFH,NEFL,1
TRIB1,ATF3,1
TRIB1,IL33,1
AOC3,SNAP47,1
AOC3,CD40,1
AOC3,AOX1,1
AOC3,MAOB,1
AOC3,GATA3,1
AOC3,SDC1,1
AOC3,MATK,1
AOC3,ALDH3A1,1
AOC3,ITGAX,1
AOC3,ALDH3B2,1
PPM1E,IQSEC3,1
TCAP,CALML3,1
TCAP,ANO5,1
TCAP,FLNC,1
TCAP,SCN5A,1
TCAP,NEXN,1
TCAP,SYNM,1
TCAP,THBS4,1
TCAP,MYOM1,1
TCAP,CACNA2D1,1
TCAP,ANK2,1
TCAP,TPM1,1
TCAP,MYOZ1,1
TCAP,DMD,1
TCAP,ACTN2,1
TCAP,ACTA1,1
TCAP,CASQ1,1
TCAP,FLNA,1
TCAP,JPH2,1
TCAP,ITGB1BP2,1
TCAP,DES,1
TCAP,SGCB,1
TCAP,MYH11,1
TCAP,MYH6,1
TCAP,FHL2,1
TCAP,LDB3,1
TCAP,CKMT2,1
TCAP,EYA4,1
TCAP,CRYAB,1
TCAP,MYH3,1
TCAP,IRX4,1
INSM1,SOX2,1
INSM1,MAPK8IP2,1
INSM1,SORBS1,1
INSM1,CHGB,1
INSM1,LMO3,1
INSM1,NCAM1,1
PPARGC1B,SLC2A4,1
PPARGC1B,NEGR1,1
PPARGC1B,CPT1B,1
B3GNT8,MUC6,1
B3GNT8,MUC4,1
B3GNT8,MUC15,1
CAMKK2,CALML3,1
CAMKK2,SLC2A4,1
CAMKK2,ATP2B4,1
CAMKK2,FLNA,1
CAMKK2,BCL2,1
BVES,GEFT,1
BVES,DMD,1
BVES,NDRG4,1
BVES,FHL2,1
KLK2,SERPINF2,1
KLK2,SERPINA5,1
KLK2,PMEPA1,1
KLK2,HSD11B1,1
KLK2,SLC45A3,1
KLK2,MMP9,1
KLK2,SEMG2,1
KLK2,SEMG1,1
KLK2,STEAP4,1
KLK2,NKX3-1,1
KLK2,AMACR,1
KLK2,STEAP2,1
KLK2,IGF2,1
KLK2,SYT7,1
KLK2,SRD5A2,1
SNAP47,STX19,1
SNAP47,CPLX3,1
SNAP47,C15orf59,1
SAMD12,UBXN10,1
RPRM,PTGS2,1
EDNRA,GEFT,1
EDNRA,EDN3,1
EDNRA,PDE5A,1
EDNRA,ATP1A2,1
EDNRA,EDNRB,1
EDNRA,ANGPT1,1
EDNRA,BMPER,1
TRPM2,SOX2,1
TRPM2,FERMT2,1
TRPM2,TP53INP1,1
TRPM2,ANXA6,1
TRPM2,PLXNA4,1
TRPM2,ATP1A2,1
TRPM2,GPX7,1
TRPM2,FHL1,1
TRPM2,FHL1,1
TRPM2,PTGDS,1
TRPM2,MMP9,1
TRPM2,SEMG1,1
TRPM2,LCN2,1
TRPM2,ID1,1
TRPM2,ANXA1,1
TRPM2,GATA3,1
TRPM2,GOLM1,1
TRPM2,GPX3,1
TRPM2,LRP1B,1
TRPM2,GPX2,1
TRPM2,BCL2,1
TRPM2,APOF,1
TRPM2,IGF2,1
TRPM2,C4A,1
TRPM2,INPP5D,1
TRPM2,BDNF,1
TRPM2,SPARCL1,1
TRPM2,GPX8,1
TRPM2,TFF3,1
TRPM2,CRYAB,1
TRPM2,APOC1,1
TRPM2,ANXA8,1
TRPM2,SOX2,1
TRPM2,FERMT2,1
TRPM2,TP53INP1,1
TRPM2,ANXA6,1
TRPM2,PLXNA4,1
TRPM2,ATP1A2,1
TRPM2,GPX7,1
TRPM2,FHL1,1
TRPM2,FHL1,1
TRPM2,PTGDS,1
TRPM2,MMP9,1
TRPM2,SEMG1,1
TRPM2,LCN2,1
TRPM2,ID1,1
TRPM2,ANXA1,1
TRPM2,GATA3,1
TRPM2,GOLM1,1
TRPM2,GPX3,1
TRPM2,LRP1B,1
TRPM2,GPX2,1
TRPM2,BCL2,1
TRPM2,APOF,1
TRPM2,IGF2,1
TRPM2,C4A,1
TRPM2,INPP5D,1
TRPM2,BDNF,1
TRPM2,SPARCL1,1
TRPM2,GPX8,1
TRPM2,TFF3,1
TRPM2,CRYAB,1
TRPM2,APOC1,1
TRPM2,ANXA8,1
CALML3,CAPN6,1
CALML3,DUOX1,1
CALML3,SLC2A4,1
CALML3,TRPM8,1
CALML3,FLNC,1
CALML3,SCN5A,1
CALML3,PCP4,1
CALML3,SDK1,1
CALML3,NEXN,1
CALML3,CAV1,1
CALML3,TRPC6,1
CALML3,PLD1,1
CALML3,KCNQ5,1
CALML3,CASKIN1,1
CALML3,ANXA2,1
CALML3,PDE5A,1
CALML3,ANO1,1
CALML3,ANK2,1
